"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","TGT","REC","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"34","Kenneth Walker III (SEA)","14","67","4.8","24","1","0","1","1","3","3.0","0","0","1","7.0","7.0","95.4%"
"35","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"36","James Cook III (BUF)","13","53","4.1","14","0","0","5","5","24","4.8","0","1","1","5.7","5.7","99.4%"
"37","Blake Corum (LAR)","13","56","4.3","15","0","0","0","0","0","0","0","0","1","5.6","5.6","12.0%"
"38","Rachaad White (TB)","10","38","3.8","7","0","0","5","5","16","3.2","0","0","1","5.4","5.4","76.7%"
"39","Nick Chubb (HOU)","5","47","9.4","19","0","0","1","1","5","5.0","0","0","1","5.2","5.2","54.1%"
"40","Sean Tucker (TB)","9","53","5.9","18","0","0","2","1","-2","-2.0","0","0","1","5.1","5.1","6.6%"
"41","Will Shipley (PHI)","4","17","4.3","7","0","0","2","2","17","8.5","0","0","1","3.4","3.4","3.1%"
"42","Zonovan Knight (ARI)","10","28","2.8","11","0","0","4","1","5","5.0","0","0","1","3.3","3.3","33.4%"
"43","Devin Neal (NO)","4","22","5.5","14","0","0","3","3","9","3.0","0","0","1","3.1","3.1","4.5%"
"44","Jordan Mason (MIN)","4","25","6.3","13","0","0","1","1","6","6.0","0","0","1","3.1","3.1","77.4%"
"45","Keaton Mitchell (BAL)","4","31","7.8","22","1","0","0","0","0","0","0","0","1","3.1","3.1","4.6%"
"46","Jacory Croskey-Merritt (WAS)","11","30","2.7","6","0","0","0","0","0","0","0","0","1","3.0","3.0","77.9%"
"47","Jeremy McNichols (WAS)","5","25","5.0","9","0","0","1","1","4","4.0","0","0","1","2.9","2.9","2.6%"
"48","Ty Johnson (BUF)","1","2","2.0","2","0","0","2","2","24","12.0","0","0","1","2.6","2.6","6.8%"
"49","RJ Harvey (DEN)","4","9","2.3","7","0","0","3","2","9","4.5","0","0","1","1.8","1.8","77.5%"
"50","Jaylen Wright (MIA)","5","17","3.4","18","0","0","0","0","0","0","0","0","1","1.7","1.7","2.7%"
"51","Chuba Hubbard (CAR)","3","14","4.7","6","0","0","1","1","1","1.0","0","0","1","1.5","1.5","78.4%"
"52","Raheem Mostert (LV)","1","4","4.0","4","0","0","1","1","11","11.0","0","0","1","1.5","1.5","1.6%"
"53","Adam Prentice (DEN)","0","0","0","0","0","0","1","1","13","13.0","0","0","1","1.3","1.3","0.0%"
"54","Isaiah Davis (NYJ)","3","10","3.3","10","0","0","1","1","1","1.0","0","0","1","1.1","1.1","15.3%"
"55","Bhayshul Tuten (JAC)","4","5","1.3","6","0","0","2","1","5","5.0","0","0","1","1.0","1.0","25.1%"
"56","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","8","4.0","0","0","1","0.8","0.8","0.8%"
"57","Ameer Abdullah (IND)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","0.8","0.8","0.7%"
"58","Tank Bigsby (PHI)","3","7","2.3","5","0","0","0","0","0","0","0","0","1","0.7","0.7","36.8%"
"59","LeQuint Allen Jr. (JAC)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.6","0.6","0.6%"
"60","Alec Ingold (MIA)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"61","Terrell Jennings (NE)","4","5","1.3","2","0","0","0","0","0","0","0","0","1","0.5","0.5","4.7%"
"62","Michael Carter (ARI)","3","4","1.3","6","0","0","0","0","0","0","0","0","1","0.4","0.4","8.7%"
"63","Kenneth Gainwell (PIT)","0","0","0","0","0","0","3","2","4","2.0","0","0","1","0.4","0.4","42.2%"
"64","Sione Vaki (DET)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","1.1%"
"65","Tyler Goodson (IND)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.7%"
"66","Emanuel Wilson (GB)","1","2","2.0","2","0","0","1","1","2","2.0","0","0","1","0.4","0.4","10.1%"
"67","Patrick Ricard (BAL)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.8%"
"68","Kaleb Johnson (PIT)","2","3","1.5","5","0","0","0","0","0","0","0","0","1","0.3","0.3","17.0%"
"69","D'Ernest Johnson (NE)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.0%"
"70","Jerome Ford (CLE)","1","1","1.0","1","0","0","1","0","0","0","0","0","1","0.1","0.1","21.8%"
"71","Jaret Patterson (LAC)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.1%"
"72","Keilan Robinson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.8%"
"74","Khalil Herbert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"75","Elijah Mitchell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"76","Javonte Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"77","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","JaMycal Hasty (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"79","Antonio Gibson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"80","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"81","Jermar Jefferson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"82","Jonathan Ward (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","DeeJay Dallas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"86","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"87","Najee Harris (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"88","Cam Akers (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"89","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"90","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"91","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Trey Sermon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"93","A.J. Dillon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"94","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"95","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"96","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Michael Wiley (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Jack Westover (NE)","0","0","0","0","0","0","1","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"101","Blake Watson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"102","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"103","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"104","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Cody Schrader (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"106","Tahj Brooks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"107","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"108","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"109","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"110","Lew Nichols III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"111","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.9%"
"112","Omarion Hampton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.9%"
"113","Trevor Etienne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"114","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Jaleel McLaughlin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"116","Owen Wright (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Chris Brooks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"118","Jordan Mims (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Deneric Prince (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"121","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"122","Jacob Saylors (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"123","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Lan Larison (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"125","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Josh Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Ahmani Marshall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Lucas Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Max Hurleman (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Rushawn Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Nathan Carter (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Deion Hankins (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Jacardia Wright (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Brock Lampe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Kye Robichaux (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Anthony Tyus III (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Amar Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Kalel Mullings (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"140","Cam Skattebo (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.0%"
"141","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","DJ Giddens (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"143","Brashard Smith (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8%"
"144","Jordan James (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"145","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.2%"
"146","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Sincere McCormick (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"148","Ja'Quinden Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"149","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Hassan Haskins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"151","Donovan Edwards (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"152","Corey Kiner (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"153","Deuce Vaughn (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"154","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jashaun Corbin (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.6%"
"157","Phil Mafah (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"158","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"159","Ulysses Bentley IV (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"161","Audric Estime (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"162","Tyler Badie (DEN)","0","0","0","0","0","0","1","0","0","0","0","0","1","0.0","0.0","0.7%"
"163","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"164","Brittain Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"165","Chase Brown (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.2%"
"166","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"167","Evan Hull (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"168","Tyjae Spears (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.9%"
"169","Roschon Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"170","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"171","Pierre Strong Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"172","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.3%"
"173","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"174","Jarquez Hunter (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"175","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"176","Raheim Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"177","Braelon Allen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.2%"
"178","Jaydon Blue (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"179","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"192","Myles Gaskin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","James Conner (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","47.8%"
"194","Kareem Hunt (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.4%"
"195","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4%"
"196","Joe Mixon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.2%"
"197","Austin Ekeler (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.3%"
"198","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Miles Sanders (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"200","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Tony Pollard (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.4%"
"202","Jakob Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Alexander Mattison (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"204","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"205","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"206","Trayveon Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Chase Edmonds (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"209","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"211","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Dylan Sampson (CLE)","2","-4","-2.0","3","0","0","1","1","3","3.0","0","0","1","-0.1","-0.1","13.0%"
"213","Ray Davis (BUF)","2","-2","-1.0","0","0","0","2","1","0","0.0","0","0","1","-0.2","-0.2","10.3%"
"214","Ollie Gordon II (MIA)","1","-3","-3.0","0","0","0","0","0","0","0","0","0","1","-0.3","-0.3","11.3%"
""
""
